transaccionId,dispositivoId,fecha,ipUsada,exitosa
TX-00173,DV-0173,2024-05-30,162.175.151.233,false
TX-00174,DV-0174,2024-01-11,203.251.162.175,true
TX-00175,DV-0175,2023-11-18,221.42.255.12,true
TX-00176,DV-0176,2024-06-20,114.31.98.106,true
TX-00177,DV-0177,2024-01-06,177.185.151.46,true
TX-00178,DV-0178,2024-11-11,71.168.254.26,true
TX-00179,DV-0179,2024-07-21,154.168.233.115,true
TX-00180,DV-0180,2023-06-05,210.54.223.218,true
TX-00181,DV-0181,2023-11-16,139.188.45.198,true
TX-00182,DV-0182,2024-08-07,65.218.137.190,false
TX-00183,DV-0183,2024-12-25,163.224.142.192,true
TX-00184,DV-0184,2024-12-07,7.245.68.253,true
TX-00185,DV-0185,2023-05-28,2.37.149.249,true
TX-00186,DV-0186,2023-01-03,115.10.54.176,false
TX-00187,DV-0187,2024-08-11,19.145.201.107,true
TX-00188,DV-0188,2023-03-23,186.79.224.151,true
TX-00189,DV-0189,2023-01-07,75.26.116.51,true
TX-00190,DV-0190,2024-11-06,173.211.192.54,true
TX-00191,DV-0191,2024-01-24,95.216.155.81,false
TX-00192,DV-0192,2024-03-02,159.191.135.139,false
TX-00193,DV-0193,2023-08-15,128.98.243.37,true
TX-00194,DV-0194,2023-07-01,187.179.104.197,false
TX-00195,DV-0195,2023-12-21,98.212.49.215,true
TX-00196,DV-0196,2023-03-11,89.212.157.39,false
TX-00197,DV-0197,2023-01-25,170.242.13.247,true
TX-00198,DV-0198,2023-04-07,203.69.110.186,false
TX-00199,DV-0199,2023-05-05,163.10.214.49,true
TX-00200,DV-0200,2023-03-09,151.19.145.88,true
TX-00201,DV-0201,2023-01-06,44.16.225.176,true
TX-00202,DV-0202,2024-10-31,15.46.38.189,true
TX-00203,DV-0203,2024-03-27,116.150.14.146,true
TX-00204,DV-0204,2023-06-20,182.56.155.171,true
TX-00205,DV-0205,2024-12-30,182.57.182.166,false
TX-00206,DV-0206,2023-09-10,175.187.68.173,true
TX-00207,DV-0207,2024-02-11,147.199.124.54,true
TX-00208,DV-0208,2024-11-26,192.28.59.57,true
TX-00209,DV-0209,2024-08-21,10.156.249.61,true
TX-00210,DV-0210,2023-01-20,14.44.254.201,false
TX-00211,DV-0211,2024-02-26,206.97.219.35,true
TX-00212,DV-0212,2023-01-21,181.241.170.30,true
TX-00213,DV-0213,2024-05-22,69.80.203.36,false
TX-00214,DV-0214,2023-08-05,46.61.246.27,true
TX-00215,DV-0215,2023-10-23,64.7.80.237,true
TX-00216,DV-0216,2024-04-27,25.125.36.133,true
TX-00217,DV-0217,2023-09-20,210.161.192.41,false
TX-00218,DV-0218,2024-06-26,5.186.172.85,true
TX-00219,DV-0219,2024-09-05,138.153.150.113,false
TX-00220,DV-0220,2024-01-23,51.234.209.213,false
TX-00221,DV-0221,2023-01-07,51.221.167.91,false
TX-00222,DV-0222,2024-05-28,203.122.26.103,true
TX-00223,DV-0223,2024-08-22,69.41.235.113,false
TX-00224,DV-0224,2023-04-30,22.217.71.230,true
TX-00225,DV-0225,2024-01-18,88.108.7.180,true
TX-00226,DV-0226,2023-08-11,216.164.159.96,true
TX-00227,DV-0227,2024-04-15,64.194.244.207,true
TX-00228,DV-0228,2023-09-07,178.9.154.15,false
TX-00229,DV-0229,2023-08-14,184.1.228.174,true
TX-00230,DV-0230,2023-05-19,129.97.88.27,false
TX-00231,DV-0231,2024-09-06,169.68.24.0,true
TX-00232,DV-0232,2023-04-06,55.43.89.210,false
TX-00233,DV-0233,2023-12-03,107.103.96.153,false
TX-00234,DV-0234,2024-08-25,30.57.134.20,true
TX-00235,DV-0235,2024-09-09,87.132.227.154,true
TX-00236,DV-0236,2024-04-06,93.74.90.23,false
TX-00237,DV-0237,2024-12-04,176.123.186.226,true
TX-00238,DV-0238,2024-08-17,196.79.27.175,true
TX-00239,DV-0239,2024-12-23,22.225.5.161,true
TX-00240,DV-0240,2024-12-31,120.50.73.23,true
TX-00241,DV-0241,2024-04-12,88.18.245.52,false
TX-00242,DV-0242,2024-02-01,75.84.71.209,true
TX-00243,DV-0243,2023-03-13,124.51.208.155,true
TX-00244,DV-0244,2024-03-05,211.169.251.191,true
TX-00245,DV-0245,2024-12-11,134.31.143.40,false
TX-00246,DV-0246,2023-06-20,102.194.18.165,true
TX-00247,DV-0247,2024-10-26,144.6.122.168,true
TX-00248,DV-0248,2024-02-19,195.35.29.128,false
TX-00249,DV-0249,2023-12-09,140.81.147.166,true
TX-00250,DV-0250,2023-10-12,172.61.229.202,true
TX-00251,DV-0251,2024-02-18,110.117.104.194,true
TX-00252,DV-0252,2023-09-19,140.161.100.52,true
TX-00253,DV-0253,2023-10-06,161.181.4.199,true
TX-00254,DV-0254,2023-05-06,58.233.153.74,true
TX-00255,DV-0255,2024-09-13,187.61.128.133,true
TX-00256,DV-0256,2024-05-30,54.46.228.126,true
TX-00257,DV-0257,2023-07-31,6.166.40.151,true
TX-00258,DV-0258,2024-09-05,34.67.196.82,false
TX-00259,DV-0259,2024-02-25,98.203.191.103,true
TX-00260,DV-0260,2024-06-04,122.160.51.101,false
TX-00261,DV-0261,2023-03-10,165.205.129.83,false
TX-00262,DV-0262,2023-12-30,120.150.21.17,true
TX-00263,DV-0263,2024-04-15,97.98.5.239,true
TX-00264,DV-0264,2023-04-20,191.198.245.5,true
TX-00265,DV-0265,2023-06-11,35.200.35.137,true
TX-00266,DV-0266,2024-02-23,107.169.118.252,true
TX-00267,DV-0267,2023-01-01,192.173.192.132,true
TX-00268,DV-0268,2024-04-24,156.18.87.217,false
TX-00269,DV-0269,2023-10-30,28.189.245.75,true
TX-00270,DV-0270,2023-08-04,125.85.96.148,true
TX-00271,DV-0271,2023-06-21,149.181.20.170,true
TX-00272,DV-0272,2023-03-15,47.221.49.50,true
TX-00273,DV-0273,2024-03-07,197.24.174.80,true
TX-00274,DV-0274,2024-01-29,140.229.40.220,true
TX-00275,DV-0275,2024-09-27,143.122.255.89,true
TX-00276,DV-0276,2023-07-09,113.152.209.139,true
TX-00277,DV-0277,2024-04-27,66.217.219.170,true
TX-00278,DV-0278,2024-03-25,59.179.157.62,true
TX-00279,DV-0279,2024-10-12,130.206.78.117,true
TX-00280,DV-0280,2024-08-01,33.173.136.133,true
TX-00281,DV-0281,2023-03-17,178.208.28.243,true
TX-00282,DV-0282,2024-06-15,82.251.225.138,true
TX-00283,DV-0283,2024-03-30,183.47.117.253,true
TX-00284,DV-0284,2023-05-17,37.177.241.47,true
TX-00285,DV-0285,2023-12-23,184.158.14.99,true
TX-00286,DV-0286,2023-02-06,159.162.238.175,true
TX-00287,DV-0287,2023-07-15,115.190.217.66,true
TX-00288,DV-0288,2023-06-27,119.90.193.195,true
TX-00289,DV-0289,2023-09-10,216.100.203.199,true
TX-00290,DV-0290,2023-03-06,119.100.144.147,true
TX-00291,DV-0291,2024-01-07,199.1.245.62,false
TX-00292,DV-0292,2023-08-12,178.207.148.193,true
TX-00293,DV-0293,2023-09-15,121.241.187.109,true
TX-00294,DV-0294,2024-05-19,2.215.62.22,true
TX-00295,DV-0295,2024-02-11,141.91.155.184,true
TX-00296,DV-0296,2024-03-17,155.170.200.65,true
TX-00297,DV-0297,2023-09-25,117.36.228.152,true
TX-00298,DV-0298,2023-01-03,37.224.130.14,true
TX-00299,DV-0299,2023-03-16,169.119.209.29,true
TX-00300,DV-0300,2024-11-05,178.122.73.126,true
TX-00301,DV-0301,2024-10-25,99.180.245.233,false
TX-00302,DV-0302,2024-09-07,41.62.36.224,false
TX-00303,DV-0303,2024-08-29,161.52.180.119,true
TX-00304,DV-0304,2023-10-02,208.33.220.166,true
TX-00305,DV-0305,2024-07-20,153.49.57.167,true
TX-00306,DV-0306,2024-12-28,156.127.204.96,true
TX-00307,DV-0307,2024-10-11,38.2.126.236,true
TX-00308,DV-0308,2024-02-29,44.229.220.227,false
TX-00309,DV-0309,2023-10-25,197.243.193.140,true
TX-00310,DV-0310,2023-06-02,125.202.188.129,false
TX-00311,DV-0311,2023-02-22,217.40.95.35,true
TX-00312,DV-0312,2024-12-07,111.0.56.96,true
TX-00313,DV-0313,2024-08-15,170.173.220.212,true
TX-00314,DV-0314,2024-03-03,72.60.91.153,true
TX-00315,DV-0315,2024-05-17,43.147.128.240,true
TX-00316,DV-0316,2024-08-11,76.132.160.54,true
TX-00317,DV-0317,2024-02-10,105.173.106.45,true
TX-00318,DV-0318,2023-05-28,217.101.192.71,true
TX-00319,DV-0319,2023-08-20,223.216.230.82,false
TX-00320,DV-0320,2023-04-07,64.204.139.223,false
TX-00321,DV-0321,2024-01-08,29.245.43.93,true
TX-00322,DV-0322,2024-05-31,149.8.18.103,true
TX-00323,DV-0323,2023-02-07,39.69.154.40,false
TX-00324,DV-0324,2024-04-30,52.135.42.111,true
TX-00325,DV-0325,2023-01-16,97.114.50.71,true
TX-00326,DV-0326,2024-11-11,205.69.71.243,true
TX-00327,DV-0327,2023-05-23,112.64.11.108,false
TX-00328,DV-0328,2023-09-18,162.149.19.190,true
TX-00329,DV-0329,2023-12-19,167.49.42.201,true
TX-00330,DV-0330,2023-05-18,156.111.113.6,false
TX-00331,DV-0331,2023-01-28,221.151.8.134,true
TX-00332,DV-0332,2024-11-07,43.174.3.176,true
TX-00333,DV-0333,2023-10-12,2.26.52.27,true
TX-00334,DV-0334,2023-08-11,130.235.196.190,true
TX-00335,DV-0335,2024-11-09,54.149.122.156,true
TX-00336,DV-0336,2024-05-13,169.238.245.113,false
TX-00337,DV-0337,2023-04-10,64.147.169.16,true
TX-00338,DV-0338,2023-09-10,90.104.249.161,true
TX-00339,DV-0339,2024-04-02,18.146.86.56,true
TX-00340,DV-0340,2023-10-17,10.161.32.153,false
TX-00341,DV-0341,2023-09-28,192.139.37.206,true
TX-00342,DV-0342,2024-01-06,217.115.100.81,true
TX-00343,DV-0343,2024-06-22,219.71.66.147,true
TX-00344,DV-0344,2023-02-05,75.13.102.110,true
TX-00345,DV-0345,2024-12-29,197.194.167.120,true
TX-00346,DV-0346,2023-01-17,60.199.19.43,true
TX-00347,DV-0347,2024-11-10,12.188.70.125,true
TX-00348,DV-0348,2024-08-13,58.48.126.231,true
TX-00349,DV-0349,2023-05-14,202.195.74.20,true
TX-00350,DV-0350,2024-03-05,165.68.168.208,true
TX-00351,DV-0351,2024-03-31,100.145.133.80,true
TX-00352,DV-0352,2024-08-06,87.139.170.132,true
TX-00353,DV-0353,2023-08-19,215.119.226.151,true
TX-00354,DV-0354,2024-08-22,157.136.206.161,true
TX-00355,DV-0355,2023-06-27,45.147.104.100,true
TX-00356,DV-0356,2024-04-16,189.33.131.49,false
TX-00357,DV-0357,2024-06-01,217.145.248.138,true
TX-00358,DV-0358,2024-07-30,27.51.101.137,true
TX-00359,DV-0359,2024-07-21,145.153.190.237,true
TX-00360,DV-0360,2024-10-22,46.40.74.165,false
TX-00361,DV-0361,2024-02-22,116.81.72.255,true
TX-00362,DV-0362,2024-05-15,28.108.31.201,true
TX-00363,DV-0363,2024-02-12,212.128.198.244,true
TX-00364,DV-0364,2024-10-08,34.53.136.105,true
TX-00365,DV-0365,2023-06-28,202.197.195.37,true
TX-00366,DV-0366,2024-12-21,156.95.249.136,false
TX-00367,DV-0367,2023-12-20,201.144.237.62,true
TX-00368,DV-0368,2023-07-04,13.123.67.50,true
TX-00369,DV-0369,2024-03-18,178.38.198.183,true
TX-00370,DV-0370,2023-05-14,45.149.244.34,true
TX-00371,DV-0371,2024-11-12,65.204.216.219,true
TX-00372,DV-0372,2023-09-20,146.57.145.153,true
TX-00373,DV-0373,2024-02-27,164.182.219.205,true
TX-00374,DV-0374,2024-02-07,195.146.193.150,true
TX-00375,DV-0375,2023-06-05,155.56.67.184,true
TX-00376,DV-0376,2024-01-13,105.139.114.36,true
TX-00377,DV-0377,2023-06-07,29.37.185.44,true
TX-00378,DV-0378,2024-01-07,63.97.182.196,true
TX-00379,DV-0379,2023-01-11,47.177.7.149,true
TX-00380,DV-0380,2024-06-19,27.100.228.92,false
TX-00381,DV-0381,2024-03-01,87.141.43.184,true
TX-00382,DV-0382,2024-12-15,170.218.233.247,true
TX-00383,DV-0383,2023-04-20,213.215.213.186,true
TX-00384,DV-0384,2023-11-02,171.108.60.237,true
TX-00385,DV-0385,2024-10-06,35.166.247.176,false
TX-00386,DV-0386,2023-03-05,65.149.117.46,true
TX-00387,DV-0387,2023-03-21,58.194.217.167,true
TX-00388,DV-0388,2024-12-30,76.81.212.151,true
TX-00389,DV-0389,2024-10-31,220.134.18.43,false
TX-00390,DV-0390,2024-11-17,92.38.45.68,false
TX-00391,DV-0391,2023-06-17,207.118.34.18,true
TX-00392,DV-0392,2024-04-25,77.204.136.218,true
TX-00393,DV-0393,2023-02-07,176.9.93.49,true
TX-00394,DV-0394,2024-09-07,189.216.12.22,true
TX-00395,DV-0395,2024-05-04,131.187.97.89,true
TX-00396,DV-0396,2023-08-06,80.185.187.39,true
TX-00397,DV-0397,2024-03-06,222.47.39.137,true
TX-00398,DV-0398,2024-01-04,190.65.166.152,true
TX-00399,DV-0399,2023-06-26,9.218.229.103,true
TX-00400,DV-0400,2023-03-29,214.116.75.103,true
TX-00401,DV-0001,2024-12-10,85.43.240.199,true
TX-00402,DV-0002,2023-01-27,222.113.144.166,true
TX-00403,DV-0003,2024-12-31,23.227.179.183,true
TX-00404,DV-0004,2024-03-25,8.127.8.188,false
TX-00405,DV-0005,2024-09-04,16.46.249.154,true
TX-00406,DV-0006,2023-11-14,41.27.8.177,true
TX-00407,DV-0007,2023-02-04,149.93.57.101,true
TX-00408,DV-0008,2023-05-06,30.1.245.139,false
TX-00409,DV-0009,2024-07-06,2.19.125.253,true
TX-00410,DV-0010,2023-12-13,129.184.87.189,true
TX-00411,DV-0011,2024-10-19,29.129.48.77,true
TX-00412,DV-0012,2024-03-21,93.137.216.81,true
TX-00413,DV-0013,2024-01-29,57.46.41.122,true
TX-00414,DV-0014,2023-08-28,85.162.172.58,true
TX-00415,DV-0015,2023-07-23,197.81.208.168,true
TX-00416,DV-0016,2024-12-10,21.117.11.141,false
TX-00417,DV-0017,2023-07-05,172.154.170.195,true
TX-00418,DV-0018,2023-11-17,103.48.236.204,true
TX-00419,DV-0019,2024-10-10,167.142.82.168,true
TX-00420,DV-0020,2024-10-18,67.226.157.226,true
TX-00421,DV-0021,2024-05-13,213.118.42.30,true
TX-00422,DV-0022,2023-11-21,45.126.190.5,true
TX-00423,DV-0023,2023-08-26,24.197.219.80,true
TX-00424,DV-0024,2023-12-25,64.127.218.180,true
TX-00425,DV-0025,2024-11-01,84.202.244.126,true
TX-00426,DV-0026,2023-09-17,173.109.40.158,true
TX-00427,DV-0027,2024-03-21,122.42.99.179,false
TX-00428,DV-0028,2024-05-03,215.242.213.62,true
TX-00429,DV-0029,2024-06-03,151.211.50.95,true
TX-00430,DV-0030,2024-09-27,57.155.198.175,true
TX-00431,DV-0031,2024-05-19,37.81.132.77,false
TX-00432,DV-0032,2024-08-31,79.96.63.150,false
TX-00433,DV-0033,2023-10-21,148.179.245.37,false
TX-00434,DV-0034,2023-10-19,164.145.161.57,true
TX-00435,DV-0035,2023-07-09,135.207.235.96,true
TX-00436,DV-0036,2023-07-12,3.101.6.75,false
TX-00437,DV-0037,2023-07-27,208.133.196.248,false
TX-00438,DV-0038,2023-11-18,40.148.159.220,false
TX-00439,DV-0039,2023-06-10,104.168.206.39,true
TX-00440,DV-0040,2024-05-15,205.209.96.161,true
TX-00441,DV-0041,2023-05-30,34.117.237.145,true
TX-00442,DV-0042,2024-08-25,219.124.163.205,false
TX-00443,DV-0043,2024-03-23,63.101.98.117,true
TX-00444,DV-0044,2024-05-25,187.42.42.56,true
TX-00445,DV-0045,2023-10-27,72.132.212.189,false
TX-00446,DV-0046,2024-02-14,101.98.13.241,true
TX-00447,DV-0047,2024-03-28,130.81.70.167,false
TX-00448,DV-0048,2024-04-04,52.44.146.114,true
TX-00449,DV-0049,2023-11-08,211.189.29.195,true
TX-00450,DV-0050,2023-11-24,32.91.102.73,true
TX-00451,DV-0051,2024-10-14,145.217.238.181,false
TX-00452,DV-0052,2023-02-05,54.130.66.144,true
TX-00453,DV-0053,2023-07-25,17.18.79.76,true
TX-00454,DV-0054,2024-05-03,164.160.177.170,true
TX-00455,DV-0055,2024-04-09,108.145.31.68,true
TX-00456,DV-0056,2024-03-01,124.29.32.130,true
TX-00457,DV-0057,2024-07-14,104.44.91.165,false
TX-00458,DV-0058,2024-06-17,72.189.48.15,false
TX-00459,DV-0059,2024-08-10,197.248.70.61,true
TX-00460,DV-0060,2024-03-12,56.236.129.237,true
TX-00461,DV-0061,2023-02-04,137.5.114.122,true
TX-00462,DV-0062,2024-03-11,57.58.6.232,true
TX-00463,DV-0063,2024-07-02,169.113.142.67,false
TX-00464,DV-0064,2024-01-16,118.14.53.243,true
TX-00465,DV-0065,2023-12-01,47.198.41.60,true
TX-00466,DV-0066,2023-05-14,20.176.181.141,true
TX-00467,DV-0067,2024-06-29,65.126.216.49,true
TX-00468,DV-0068,2023-11-24,105.57.245.224,true
TX-00469,DV-0069,2023-10-26,129.193.116.78,true
TX-00470,DV-0070,2023-10-23,153.185.15.170,true
TX-00471,DV-0071,2024-04-23,181.37.183.246,false
TX-00472,DV-0072,2024-06-19,133.247.161.77,true
TX-00473,DV-0073,2024-01-11,32.16.214.183,false
TX-00474,DV-0074,2024-03-27,155.204.110.11,true
TX-00475,DV-0075,2023-11-05,177.166.150.186,true
TX-00476,DV-0076,2024-02-20,110.147.13.200,true
TX-00477,DV-0077,2024-09-13,91.163.132.140,true
TX-00478,DV-0078,2024-12-13,213.40.39.116,true
TX-00479,DV-0079,2024-07-29,61.127.90.24,false
TX-00480,DV-0080,2024-06-06,181.47.140.223,true
