transaccionId,ubicacionId,fecha,distanciaUltimaTransaccion,alertaGeo
TX-00082,UB-0082,2023-08-03,4953.01,false
TX-00083,UB-0083,2024-09-23,585.42,false
TX-00084,UB-0084,2023-12-01,2278.84,false
TX-00085,UB-0085,2024-05-18,475.81,false
TX-00086,UB-0086,2023-02-01,576.47,false
TX-00087,UB-0087,2024-11-13,1363.55,false
TX-00088,UB-0088,2024-12-06,515.28,false
TX-00089,UB-0089,2023-02-18,3192.12,false
TX-00090,UB-0090,2023-03-05,2262.66,false
TX-00091,UB-0091,2024-09-29,1898.85,false
TX-00092,UB-0092,2024-09-05,3473.64,false
TX-00093,UB-0093,2023-03-17,4594.09,false
TX-00094,UB-0094,2024-08-11,3369.84,false
TX-00095,UB-0095,2023-12-21,2226.26,false
TX-00096,UB-0096,2024-11-02,4061.1,false
TX-00097,UB-0097,2023-05-15,1077.24,false
TX-00098,UB-0098,2023-09-20,1779.0,false
TX-00099,UB-0099,2023-09-01,705.82,false
TX-00100,UB-0100,2023-02-04,1312.74,false
TX-00101,UB-0101,2024-02-14,645.94,false
TX-00102,UB-0102,2024-01-09,2883.46,false
TX-00103,UB-0103,2024-08-16,3868.67,false
TX-00104,UB-0104,2023-04-19,2846.37,false
TX-00105,UB-0105,2024-05-19,3958.02,false
TX-00106,UB-0106,2023-08-17,1804.14,false
TX-00107,UB-0107,2023-06-11,1298.95,false
TX-00108,UB-0108,2023-08-14,22.62,false
TX-00109,UB-0109,2023-09-14,2521.92,false
TX-00110,UB-0110,2023-04-14,364.15,false
TX-00111,UB-0111,2023-07-18,4238.29,false
TX-00112,UB-0112,2024-04-06,4781.04,false
TX-00113,UB-0113,2024-08-27,169.45,false
TX-00114,UB-0114,2024-05-22,1768.36,false
TX-00115,UB-0115,2024-05-29,302.34,false
TX-00116,UB-0116,2023-04-07,1497.92,false
TX-00117,UB-0117,2023-10-06,3538.04,false
TX-00118,UB-0118,2023-02-22,914.07,false
TX-00119,UB-0119,2024-09-14,3731.83,false
TX-00120,UB-0120,2023-02-05,4031.98,false
TX-00121,UB-0121,2024-12-27,1735.96,false
TX-00122,UB-0122,2024-08-09,3100.27,false
TX-00123,UB-0123,2023-04-18,3770.3,false
TX-00124,UB-0124,2024-06-20,4166.03,false
TX-00125,UB-0125,2024-11-07,708.6,false
TX-00126,UB-0126,2023-04-17,2622.3,false
TX-00127,UB-0127,2023-01-15,4734.94,false
TX-00128,UB-0128,2023-11-18,413.11,false
TX-00129,UB-0129,2023-08-22,1520.83,false
TX-00130,UB-0130,2024-03-04,1530.84,false
TX-00131,UB-0131,2023-06-19,1953.68,false
TX-00132,UB-0132,2023-11-14,1809.72,false
TX-00133,UB-0133,2024-04-17,4212.96,false
TX-00134,UB-0134,2023-09-02,1171.15,false
TX-00135,UB-0135,2024-12-23,4330.56,false
TX-00136,UB-0136,2023-01-05,4360.13,false
TX-00137,UB-0137,2023-05-01,1054.55,false
TX-00138,UB-0138,2023-12-16,4476.9,false
TX-00139,UB-0139,2023-05-20,1300.35,false
TX-00140,UB-0140,2023-03-02,2413.73,false
TX-00141,UB-0141,2023-10-04,2651.15,false
TX-00142,UB-0142,2023-01-14,4495.89,false
TX-00143,UB-0143,2024-08-31,308.49,false
TX-00144,UB-0144,2023-06-29,4070.36,false
TX-00145,UB-0145,2024-02-19,1381.25,false
TX-00146,UB-0146,2024-12-12,179.27,false
TX-00147,UB-0147,2023-11-04,2697.02,false
TX-00148,UB-0148,2023-11-27,4099.74,false
TX-00149,UB-0149,2024-12-25,3484.38,false
TX-00150,UB-0150,2023-11-19,4385.74,false
TX-00151,UB-0151,2023-03-18,1867.69,false
TX-00152,UB-0152,2024-10-26,813.8,false
TX-00153,UB-0153,2024-07-11,1950.75,false
TX-00154,UB-0154,2023-11-28,3465.62,false
TX-00155,UB-0155,2023-02-22,4844.49,false
TX-00156,UB-0156,2023-09-04,2468.49,false
TX-00157,UB-0157,2024-01-04,1050.94,false
TX-00158,UB-0158,2023-12-12,2039.09,false
TX-00159,UB-0159,2024-07-10,1396.6,false
TX-00160,UB-0160,2023-05-29,450.87,false
TX-00161,UB-0161,2023-06-14,4804.57,false
TX-00162,UB-0162,2023-09-14,2546.01,false
TX-00163,UB-0163,2023-08-03,378.57,false
TX-00164,UB-0164,2024-03-30,108.78,false
TX-00165,UB-0165,2023-07-13,1590.59,false
TX-00166,UB-0166,2024-12-30,601.03,false
TX-00167,UB-0167,2023-09-04,2947.94,false
TX-00168,UB-0168,2023-12-16,4826.56,false
TX-00169,UB-0169,2024-06-26,1145.2,false
TX-00170,UB-0170,2023-12-22,3196.53,false
TX-00171,UB-0171,2024-05-01,2334.8,false
TX-00172,UB-0172,2024-08-16,2415.61,false
TX-00173,UB-0173,2024-05-30,311.98,false
TX-00174,UB-0174,2024-01-11,1601.4,false
TX-00175,UB-0175,2023-11-18,714.26,false
TX-00176,UB-0176,2024-06-20,4618.94,false
TX-00177,UB-0177,2024-01-06,1726.5,false
TX-00178,UB-0178,2024-11-11,1095.46,false
TX-00179,UB-0179,2024-07-21,3766.01,false
TX-00180,UB-0180,2023-06-05,4598.62,false
TX-00181,UB-0181,2023-11-16,3187.74,false
TX-00182,UB-0182,2024-08-07,2041.17,false
TX-00183,UB-0183,2024-12-25,2299.93,false
TX-00184,UB-0184,2024-12-07,392.87,false
TX-00185,UB-0185,2023-05-28,3861.22,false
TX-00186,UB-0186,2023-01-03,2468.65,false
TX-00187,UB-0187,2024-08-11,2812.01,false
TX-00188,UB-0188,2023-03-23,4427.85,false
TX-00189,UB-0189,2023-01-07,2638.78,false
TX-00190,UB-0190,2024-11-06,359.55,false
TX-00191,UB-0191,2024-01-24,2963.43,false
TX-00192,UB-0192,2024-03-02,4411.05,false
TX-00193,UB-0193,2023-08-15,584.38,false
TX-00194,UB-0194,2023-07-01,930.59,false
TX-00195,UB-0195,2023-12-21,3195.01,false
TX-00196,UB-0196,2023-03-11,3124.94,false
TX-00197,UB-0197,2023-01-25,1716.48,false
TX-00198,UB-0198,2023-04-07,760.86,false
TX-00199,UB-0199,2023-05-05,3672.21,false
TX-00200,UB-0200,2023-03-09,4098.43,false
TX-00201,UB-0001,2023-01-06,2909.86,false
TX-00202,UB-0002,2024-10-31,865.57,false
TX-00203,UB-0003,2024-03-27,4703.56,false
TX-00204,UB-0004,2023-06-20,630.03,false
TX-00205,UB-0005,2024-12-30,4158.93,false
TX-00206,UB-0006,2023-09-10,4058.66,false
TX-00207,UB-0007,2024-02-11,1623.14,false
TX-00208,UB-0008,2024-11-26,3998.55,false
TX-00209,UB-0009,2024-08-21,3685.67,false
TX-00210,UB-0010,2023-01-20,1047.66,false
TX-00211,UB-0011,2024-02-26,3809.62,false
TX-00212,UB-0012,2023-01-21,3259.75,false
TX-00213,UB-0013,2024-05-22,1749.06,false
TX-00214,UB-0014,2023-08-05,4610.32,false
TX-00215,UB-0015,2023-10-23,2736.13,false
TX-00216,UB-0016,2024-04-27,1795.06,false
TX-00217,UB-0017,2023-09-20,4653.72,false
TX-00218,UB-0018,2024-06-26,4115.43,false
TX-00219,UB-0019,2024-09-05,4232.69,false
TX-00220,UB-0020,2024-01-23,3462.42,false
TX-00221,UB-0021,2023-01-07,1270.77,false
TX-00222,UB-0022,2024-05-28,2782.81,false
TX-00223,UB-0023,2024-08-22,649.48,false
TX-00224,UB-0024,2023-04-30,2045.19,false
TX-00225,UB-0025,2024-01-18,440.75,false
TX-00226,UB-0026,2023-08-11,3768.44,false
TX-00227,UB-0027,2024-04-15,3893.51,false
TX-00228,UB-0028,2023-09-07,3822.5,false
TX-00229,UB-0029,2023-08-14,3332.19,false
TX-00230,UB-0030,2023-05-19,2678.46,false
TX-00231,UB-0031,2024-09-06,808.08,false
TX-00232,UB-0032,2023-04-06,3429.64,false
TX-00233,UB-0033,2023-12-03,4917.64,false
TX-00234,UB-0034,2024-08-25,632.48,false
TX-00235,UB-0035,2024-09-09,3755.74,false
TX-00236,UB-0036,2024-04-06,4511.35,false
TX-00237,UB-0037,2024-12-04,3560.81,false
TX-00238,UB-0038,2024-08-17,2200.27,false
TX-00239,UB-0039,2024-12-23,3662.84,false
TX-00240,UB-0040,2024-12-31,74.39,false
TX-00241,UB-0041,2024-04-12,999.51,false
TX-00242,UB-0042,2024-02-01,3414.46,false
TX-00243,UB-0043,2023-03-13,1658.42,false
TX-00244,UB-0044,2024-03-05,926.49,false
TX-00245,UB-0045,2024-12-11,1688.06,false
TX-00246,UB-0046,2023-06-20,4266.16,false
TX-00247,UB-0047,2024-10-26,2601.0,false
TX-00248,UB-0048,2024-02-19,829.34,false
TX-00249,UB-0049,2023-12-09,1683.23,false
TX-00250,UB-0050,2023-10-12,2236.41,false
TX-00251,UB-0051,2024-02-18,1977.71,false
TX-00252,UB-0052,2023-09-19,1150.28,false
TX-00253,UB-0053,2023-10-06,1098.63,false
TX-00254,UB-0054,2023-05-06,2639.29,false
TX-00255,UB-0055,2024-09-13,3641.39,false
TX-00256,UB-0056,2024-05-30,3942.97,false
TX-00257,UB-0057,2023-07-31,4894.41,false
TX-00258,UB-0058,2024-09-05,1526.94,false
TX-00259,UB-0059,2024-02-25,3308.65,false
TX-00260,UB-0060,2024-06-04,4646.44,false
TX-00261,UB-0061,2023-03-10,3389.48,false
TX-00262,UB-0062,2023-12-30,2765.1,false
TX-00263,UB-0063,2024-04-15,1794.56,false
TX-00264,UB-0064,2023-04-20,484.88,false
TX-00265,UB-0065,2023-06-11,2715.2,false
TX-00266,UB-0066,2024-02-23,2829.17,false
TX-00267,UB-0067,2023-01-01,4357.1,false
TX-00268,UB-0068,2024-04-24,3114.08,false
TX-00269,UB-0069,2023-10-30,2710.03,false
TX-00270,UB-0070,2023-08-04,4198.1,false
TX-00271,UB-0071,2023-06-21,1468.78,false
TX-00272,UB-0072,2023-03-15,3481.3,false
TX-00273,UB-0073,2024-03-07,2486.62,false
TX-00274,UB-0074,2024-01-29,4358.46,false
TX-00275,UB-0075,2024-09-27,2517.4,false
TX-00276,UB-0076,2023-07-09,543.93,false
TX-00277,UB-0077,2024-04-27,4067.64,false
TX-00278,UB-0078,2024-03-25,3016.1,false
TX-00279,UB-0079,2024-10-12,3658.13,false
TX-00280,UB-0080,2024-08-01,3027.95,false
TX-00281,UB-0081,2023-03-17,3386.81,false
TX-00282,UB-0082,2024-06-15,353.28,false
TX-00283,UB-0083,2024-03-30,4419.22,false
TX-00284,UB-0084,2023-05-17,1351.33,false
TX-00285,UB-0085,2023-12-23,478.17,false
TX-00286,UB-0086,2023-02-06,2412.39,false
TX-00287,UB-0087,2023-07-15,4880.58,false
TX-00288,UB-0088,2023-06-27,1742.14,false
TX-00289,UB-0089,2023-09-10,4680.14,false
TX-00290,UB-0090,2023-03-06,2826.35,false
TX-00291,UB-0091,2024-01-07,3002.99,false
TX-00292,UB-0092,2023-08-12,1673.28,false
TX-00293,UB-0093,2023-09-15,3524.77,false
TX-00294,UB-0094,2024-05-19,2434.69,false
TX-00295,UB-0095,2024-02-11,2134.52,false
TX-00296,UB-0096,2024-03-17,3349.99,false
TX-00297,UB-0097,2023-09-25,1365.81,false
TX-00298,UB-0098,2023-01-03,3868.52,false
TX-00299,UB-0099,2023-03-16,1561.3,false
TX-00300,UB-0100,2024-11-05,2907.25,false
TX-00301,UB-0101,2024-10-25,1858.13,false
TX-00302,UB-0102,2024-09-07,4037.19,false
TX-00303,UB-0103,2024-08-29,4778.45,false
TX-00304,UB-0104,2023-10-02,3260.52,false
TX-00305,UB-0105,2024-07-20,420.23,false
TX-00306,UB-0106,2024-12-28,1953.93,false
TX-00307,UB-0107,2024-10-11,3449.13,false
TX-00308,UB-0108,2024-02-29,2620.86,false
TX-00309,UB-0109,2023-10-25,997.04,false
TX-00310,UB-0110,2023-06-02,4878.32,false
TX-00311,UB-0111,2023-02-22,4185.65,false
TX-00312,UB-0112,2024-12-07,1969.45,false
TX-00313,UB-0113,2024-08-15,2521.74,false
TX-00314,UB-0114,2024-03-03,3567.53,false
TX-00315,UB-0115,2024-05-17,2857.44,false
TX-00316,UB-0116,2024-08-11,1753.71,false
TX-00317,UB-0117,2024-02-10,322.93,false
TX-00318,UB-0118,2023-05-28,3588.96,false
TX-00319,UB-0119,2023-08-20,3283.18,false
TX-00320,UB-0120,2023-04-07,1443.29,false
TX-00321,UB-0121,2024-01-08,655.18,false
TX-00322,UB-0122,2024-05-31,1483.2,false
TX-00323,UB-0123,2023-02-07,2619.27,false
TX-00324,UB-0124,2024-04-30,3248.75,false
TX-00325,UB-0125,2023-01-16,3716.45,false
TX-00326,UB-0126,2024-11-11,1118.9,false
TX-00327,UB-0127,2023-05-23,185.18,false
TX-00328,UB-0128,2023-09-18,1276.09,false
TX-00329,UB-0129,2023-12-19,4444.75,false
TX-00330,UB-0130,2023-05-18,1297.78,false
TX-00331,UB-0131,2023-01-28,4505.47,false
TX-00332,UB-0132,2024-11-07,501.08,false
TX-00333,UB-0133,2023-10-12,356.48,false
TX-00334,UB-0134,2023-08-11,4203.71,false
TX-00335,UB-0135,2024-11-09,3686.6,false
TX-00336,UB-0136,2024-05-13,2993.86,false
TX-00337,UB-0137,2023-04-10,3353.76,false
TX-00338,UB-0138,2023-09-10,3728.03,false
TX-00339,UB-0139,2024-04-02,4261.31,false
TX-00340,UB-0140,2023-10-17,4041.74,false
TX-00341,UB-0141,2023-09-28,4739.99,false
TX-00342,UB-0142,2024-01-06,3590.3,false
TX-00343,UB-0143,2024-06-22,3825.08,false
TX-00344,UB-0144,2023-02-05,379.32,false
TX-00345,UB-0145,2024-12-29,1189.3,false
TX-00346,UB-0146,2023-01-17,1750.85,false
TX-00347,UB-0147,2024-11-10,2498.78,false
TX-00348,UB-0148,2024-08-13,2319.25,false
TX-00349,UB-0149,2023-05-14,1956.78,false
TX-00350,UB-0150,2024-03-05,1907.77,false
TX-00351,UB-0151,2024-03-31,4768.64,false
TX-00352,UB-0152,2024-08-06,288.89,false
TX-00353,UB-0153,2023-08-19,808.5,false
TX-00354,UB-0154,2024-08-22,3664.05,false
TX-00355,UB-0155,2023-06-27,3692.28,false
TX-00356,UB-0156,2024-04-16,2059.3,false
TX-00357,UB-0157,2024-06-01,3049.4,false
TX-00358,UB-0158,2024-07-30,4024.5,false
TX-00359,UB-0159,2024-07-21,2024.64,false
TX-00360,UB-0160,2024-10-22,4030.66,false
TX-00361,UB-0161,2024-02-22,4589.98,false
TX-00362,UB-0162,2024-05-15,2633.58,false
TX-00363,UB-0163,2024-02-12,685.67,false
TX-00364,UB-0164,2024-10-08,3994.37,false
TX-00365,UB-0165,2023-06-28,1134.78,false
TX-00366,UB-0166,2024-12-21,629.44,false
TX-00367,UB-0167,2023-12-20,3923.21,false
TX-00368,UB-0168,2023-07-04,3161.91,false
TX-00369,UB-0169,2024-03-18,4921.33,false
TX-00370,UB-0170,2023-05-14,1964.79,false
TX-00371,UB-0171,2024-11-12,3372.63,false
TX-00372,UB-0172,2023-09-20,363.89,false
TX-00373,UB-0173,2024-02-27,4401.56,false
TX-00374,UB-0174,2024-02-07,3914.6,false
TX-00375,UB-0175,2023-06-05,1256.69,false
TX-00376,UB-0176,2024-01-13,1632.88,false
TX-00377,UB-0177,2023-06-07,3451.82,false
TX-00378,UB-0178,2024-01-07,975.14,false
TX-00379,UB-0179,2023-01-11,1044.27,false
TX-00380,UB-0180,2024-06-19,3298.35,false
TX-00381,UB-0181,2024-03-01,4305.18,false
TX-00382,UB-0182,2024-12-15,484.19,false
TX-00383,UB-0183,2023-04-20,4518.63,false
TX-00384,UB-0184,2023-11-02,2814.07,false
TX-00385,UB-0185,2024-10-06,3615.19,false
TX-00386,UB-0186,2023-03-05,1158.74,false
TX-00387,UB-0187,2023-03-21,3700.79,false
TX-00388,UB-0188,2024-12-30,2985.28,false
TX-00389,UB-0189,2024-10-31,649.19,false
TX-00390,UB-0190,2024-11-17,4439.97,false
TX-00391,UB-0191,2023-06-17,2219.7,false
TX-00392,UB-0192,2024-04-25,4416.98,false
TX-00393,UB-0193,2023-02-07,246.8,false
TX-00394,UB-0194,2024-09-07,3009.63,false
TX-00395,UB-0195,2024-05-04,4909.84,false
TX-00396,UB-0196,2023-08-06,672.48,false
TX-00397,UB-0197,2024-03-06,3116.04,false
TX-00398,UB-0198,2024-01-04,2804.83,false
TX-00399,UB-0199,2023-06-26,69.43,false
TX-00400,UB-0200,2023-03-29,4698.3,false
TX-00401,UB-0001,2024-12-10,1175.86,false
TX-00402,UB-0002,2023-01-27,4721.53,false
TX-00403,UB-0003,2024-12-31,3597.08,false
TX-00404,UB-0004,2024-03-25,3366.11,false
TX-00405,UB-0005,2024-09-04,4443.75,false
TX-00406,UB-0006,2023-11-14,3348.09,false
TX-00407,UB-0007,2023-02-04,3226.05,false
TX-00408,UB-0008,2023-05-06,4778.37,false
TX-00409,UB-0009,2024-07-06,4490.58,false
TX-00410,UB-0010,2023-12-13,4653.75,false
TX-00411,UB-0011,2024-10-19,3716.33,false
TX-00412,UB-0012,2024-03-21,3569.16,false
TX-00413,UB-0013,2024-01-29,3221.25,false
TX-00414,UB-0014,2023-08-28,4533.41,false
TX-00415,UB-0015,2023-07-23,4592.77,false
TX-00416,UB-0016,2024-12-10,739.59,false
TX-00417,UB-0017,2023-07-05,1499.99,false
TX-00418,UB-0018,2023-11-17,4004.58,false
TX-00419,UB-0019,2024-10-10,1337.32,false
TX-00420,UB-0020,2024-10-18,1535.21,false
TX-00421,UB-0021,2024-05-13,1696.45,false
TX-00422,UB-0022,2023-11-21,1333.58,false
TX-00423,UB-0023,2023-08-26,4036.89,false
TX-00424,UB-0024,2023-12-25,1314.62,false
TX-00425,UB-0025,2024-11-01,1075.72,false
TX-00426,UB-0026,2023-09-17,407.97,false
TX-00427,UB-0027,2024-03-21,2195.86,false
TX-00428,UB-0028,2024-05-03,53.01,false
TX-00429,UB-0029,2024-06-03,2963.81,false
TX-00430,UB-0030,2024-09-27,4643.51,false
TX-00431,UB-0031,2024-05-19,140.74,false
TX-00432,UB-0032,2024-08-31,721.7,false
TX-00433,UB-0033,2023-10-21,3434.33,false
TX-00434,UB-0034,2023-10-19,4584.9,false
TX-00435,UB-0035,2023-07-09,4197.76,false
TX-00436,UB-0036,2023-07-12,331.19,false
TX-00437,UB-0037,2023-07-27,3937.82,false
TX-00438,UB-0038,2023-11-18,437.05,false
TX-00439,UB-0039,2023-06-10,3509.59,false
TX-00440,UB-0040,2024-05-15,3619.39,false
TX-00441,UB-0041,2023-05-30,3841.97,false
TX-00442,UB-0042,2024-08-25,3547.1,false
TX-00443,UB-0043,2024-03-23,4746.05,false
TX-00444,UB-0044,2024-05-25,316.82,false
TX-00445,UB-0045,2023-10-27,3637.33,false
TX-00446,UB-0046,2024-02-14,2961.54,false
TX-00447,UB-0047,2024-03-28,1934.52,false
TX-00448,UB-0048,2024-04-04,2067.85,false
TX-00449,UB-0049,2023-11-08,4480.48,false
TX-00450,UB-0050,2023-11-24,4926.2,false
TX-00451,UB-0051,2024-10-14,4708.2,false
TX-00452,UB-0052,2023-02-05,2819.52,false
TX-00453,UB-0053,2023-07-25,3216.07,false
TX-00454,UB-0054,2024-05-03,2373.63,false
TX-00455,UB-0055,2024-04-09,4036.47,false
TX-00456,UB-0056,2024-03-01,1053.43,false
TX-00457,UB-0057,2024-07-14,2794.53,false
TX-00458,UB-0058,2024-06-17,634.39,false
TX-00459,UB-0059,2024-08-10,4358.84,false
TX-00460,UB-0060,2024-03-12,578.3,false
TX-00461,UB-0061,2023-02-04,2760.01,false
TX-00462,UB-0062,2024-03-11,298.05,false
TX-00463,UB-0063,2024-07-02,140.48,false
TX-00464,UB-0064,2024-01-16,2713.56,false
TX-00465,UB-0065,2023-12-01,4293.44,false
TX-00466,UB-0066,2023-05-14,1551.04,false
TX-00467,UB-0067,2024-06-29,2366.81,false
TX-00468,UB-0068,2023-11-24,836.76,false
TX-00469,UB-0069,2023-10-26,478.67,false
TX-00470,UB-0070,2023-10-23,1708.46,false
TX-00471,UB-0071,2024-04-23,3566.43,false
TX-00472,UB-0072,2024-06-19,4203.15,false
TX-00473,UB-0073,2024-01-11,3645.92,false
TX-00474,UB-0074,2024-03-27,3617.0,false
TX-00475,UB-0075,2023-11-05,1361.14,false
TX-00476,UB-0076,2024-02-20,4399.34,false
TX-00477,UB-0077,2024-09-13,2737.62,false
TX-00478,UB-0078,2024-12-13,3313.21,false
TX-00479,UB-0079,2024-07-29,16.06,false
TX-00480,UB-0080,2024-06-06,760.0,false
TX-00481,UB-0081,2023-12-24,3061.27,false
TX-00482,UB-0082,2024-10-13,3868.12,false
TX-00483,UB-0083,2024-11-18,1068.71,false
TX-00484,UB-0084,2024-12-28,3485.92,false
TX-00485,UB-0085,2024-03-03,1681.31,false
TX-00486,UB-0086,2024-08-12,4277.71,false
TX-00487,UB-0087,2023-08-04,2656.92,false
TX-00488,UB-0088,2024-02-21,3533.43,false
TX-00489,UB-0089,2024-07-12,2249.55,false
TX-00490,UB-0090,2023-02-25,4292.2,false
TX-00491,UB-0091,2024-01-14,1626.47,false
TX-00492,UB-0092,2023-05-11,1848.56,false
TX-00493,UB-0093,2023-06-15,2173.84,false
TX-00494,UB-0094,2023-11-13,571.69,false
TX-00495,UB-0095,2024-06-01,2267.14,false
TX-00496,UB-0096,2023-12-11,91.13,false
TX-00497,UB-0097,2023-03-26,4007.86,false
TX-00498,UB-0098,2023-09-29,499.98,false
TX-00499,UB-0099,2023-12-20,3877.16,false
TX-00500,UB-0100,2024-02-29,4161.83,false
TX-00501,UB-0101,2024-11-20,875.51,false
TX-00502,UB-0102,2024-09-01,3252.6,false
TX-00503,UB-0103,2023-07-16,4318.53,false
TX-00504,UB-0104,2023-06-27,2471.57,false
TX-00505,UB-0105,2023-05-04,4921.66,false
TX-00506,UB-0106,2024-03-21,3979.25,false
TX-00507,UB-0107,2023-12-16,4995.85,false
TX-00508,UB-0108,2023-04-01,673.62,false
TX-00509,UB-0109,2023-01-10,4195.79,false
TX-00510,UB-0110,2023-05-25,2665.21,false
TX-00511,UB-0111,2023-03-05,225.56,false
TX-00512,UB-0112,2024-03-25,63.91,false
TX-00513,UB-0113,2024-12-09,1859.88,false
TX-00514,UB-0114,2023-09-12,4348.81,false
TX-00515,UB-0115,2024-02-24,3141.37,false
TX-00516,UB-0116,2024-09-21,4170.11,false
TX-00517,UB-0117,2023-10-27,552.74,false
TX-00518,UB-0118,2023-06-04,363.24,false
TX-00519,UB-0119,2023-07-26,4457.43,false
TX-00520,UB-0120,2024-02-17,2341.75,false
TX-00521,UB-0121,2023-12-05,3212.93,false
TX-00522,UB-0122,2023-02-02,3088.3,false
TX-00523,UB-0123,2024-09-03,1843.5,false
TX-00524,UB-0124,2023-08-15,3704.01,false
TX-00525,UB-0125,2024-02-12,1255.04,false
TX-00526,UB-0126,2024-07-04,3683.94,false
TX-00527,UB-0127,2024-12-10,1095.59,false
TX-00528,UB-0128,2023-12-29,558.1,false
TX-00529,UB-0129,2023-09-09,3453.18,false
TX-00530,UB-0130,2024-01-22,1102.45,false
TX-00531,UB-0131,2023-12-28,556.97,false
TX-00532,UB-0132,2024-10-30,713.9,false
TX-00533,UB-0133,2023-05-15,100.56,false
TX-00534,UB-0134,2024-03-12,3435.42,false
TX-00535,UB-0135,2024-03-01,454.04,false
TX-00536,UB-0136,2024-05-06,2457.87,false
TX-00537,UB-0137,2024-09-21,2687.93,false
TX-00538,UB-0138,2023-07-08,4259.38,false
TX-00539,UB-0139,2024-06-30,1528.28,false
