clienteId,cuentaId,fechaAsignacion,esTitular,porcentajePropiedad
CL-0180,CU-0269,2021-09-20,true,100
CL-0181,CU-0271,2016-06-02,true,100
CL-0181,CU-0272,2020-12-14,false,44
CL-0182,CU-0272,2020-09-27,true,100
CL-0183,CU-0274,2020-12-29,true,100
CL-0184,CU-0275,2021-06-09,true,100
CL-0184,CU-0276,2019-05-30,false,63
CL-0185,CU-0277,2017-07-16,true,100
CL-0186,CU-0278,2017-11-08,true,100
CL-0186,CU-0279,2017-11-14,false,28
CL-0187,CU-0280,2019-02-24,true,100
CL-0187,CU-0281,2019-12-07,false,34
CL-0188,CU-0281,2020-08-03,true,100
CL-0188,CU-0282,2023-06-24,false,54
CL-0189,CU-0283,2015-12-06,true,100
CL-0190,CU-0284,2023-10-03,true,100
CL-0191,CU-0286,2017-03-13,true,100
CL-0191,CU-0287,2022-04-16,false,50
CL-0192,CU-0287,2015-04-15,true,100
CL-0193,CU-0289,2019-07-30,true,100
CL-0194,CU-0290,2022-05-31,true,100
CL-0195,CU-0292,2021-07-20,true,100
CL-0195,CU-0293,2022-08-05,false,43
CL-0196,CU-0293,2020-05-08,true,100
CL-0197,CU-0295,2017-03-04,true,100
CL-0198,CU-0296,2021-12-31,true,100
CL-0199,CU-0298,2015-09-14,true,100
CL-0200,CU-0299,2015-08-17,true,100
CL-0200,CU-0300,2022-11-02,false,49
CL-0201,CU-0301,2020-11-28,true,100
CL-0201,CU-0302,2019-03-20,false,40
CL-0202,CU-0302,2016-07-03,true,100
CL-0202,CU-0303,2016-02-14,false,69
CL-0203,CU-0304,2023-10-28,true,100
CL-0203,CU-0305,2021-03-22,false,61
CL-0204,CU-0305,2018-11-17,true,100
CL-0205,CU-0307,2023-02-24,true,100
CL-0205,CU-0308,2023-01-26,false,73
CL-0206,CU-0308,2018-06-02,true,100
CL-0207,CU-0310,2015-06-11,true,100
CL-0207,CU-0311,2023-09-26,false,48
CL-0208,CU-0311,2015-12-28,true,100
CL-0208,CU-0312,2016-10-12,false,51
CL-0209,CU-0313,2019-05-10,true,100
CL-0209,CU-0314,2018-11-20,false,49
CL-0210,CU-0314,2016-02-18,true,100
CL-0210,CU-0315,2022-08-19,false,52
CL-0211,CU-0316,2019-06-07,true,100
CL-0211,CU-0317,2019-05-16,false,51
CL-0212,CU-0317,2016-01-25,true,100
CL-0212,CU-0318,2018-10-04,false,54
CL-0213,CU-0319,2015-12-07,true,100
CL-0214,CU-0320,2016-07-28,true,100
CL-0215,CU-0322,2020-07-17,true,100
CL-0216,CU-0323,2016-03-04,true,100
CL-0217,CU-0325,2022-10-07,true,100
CL-0218,CU-0326,2022-01-08,true,100
CL-0218,CU-0327,2020-11-26,false,74
CL-0219,CU-0328,2023-08-01,true,100
CL-0220,CU-0329,2021-05-22,true,100
CL-0220,CU-0330,2019-09-28,false,56
CL-0221,CU-0331,2019-08-04,true,100
CL-0222,CU-0332,2019-01-20,true,100
CL-0223,CU-0334,2016-07-16,true,100
CL-0223,CU-0335,2018-11-14,false,54
CL-0224,CU-0335,2015-11-17,true,100
CL-0224,CU-0336,2018-12-02,false,26
CL-0225,CU-0337,2017-02-07,true,100
CL-0226,CU-0338,2021-10-23,true,100
CL-0226,CU-0339,2023-12-14,false,65
CL-0227,CU-0340,2021-01-02,true,100
CL-0227,CU-0341,2015-07-13,false,58
CL-0228,CU-0341,2015-09-26,true,100
CL-0228,CU-0342,2020-08-26,false,52
CL-0229,CU-0343,2023-06-07,true,100
CL-0230,CU-0344,2017-11-01,true,100
CL-0231,CU-0346,2018-02-21,true,100
CL-0232,CU-0347,2016-10-21,true,100
CL-0233,CU-0349,2021-01-21,true,100
CL-0233,CU-0350,2019-03-11,false,38
CL-0234,CU-0350,2016-05-22,true,100
CL-0235,CU-0352,2015-09-22,true,100
CL-0236,CU-0353,2017-06-16,true,100
CL-0237,CU-0355,2015-02-09,true,100
CL-0238,CU-0356,2018-02-23,true,100
CL-0239,CU-0358,2015-07-14,true,100
CL-0240,CU-0359,2020-06-29,true,100
CL-0241,CU-0361,2018-11-12,true,100
CL-0241,CU-0362,2021-03-19,false,44
CL-0242,CU-0362,2016-03-10,true,100
CL-0243,CU-0364,2015-06-23,true,100
CL-0243,CU-0365,2018-10-21,false,52
CL-0244,CU-0365,2023-04-02,true,100
CL-0244,CU-0366,2015-01-02,false,34
CL-0245,CU-0367,2020-01-18,true,100
CL-0245,CU-0368,2021-02-23,false,56
CL-0246,CU-0368,2022-07-17,true,100
CL-0247,CU-0370,2021-11-06,true,100
CL-0248,CU-0371,2021-11-05,true,100
CL-0248,CU-0372,2015-08-19,false,34
CL-0249,CU-0373,2023-04-01,true,100
CL-0249,CU-0374,2021-10-01,false,61
CL-0250,CU-0374,2018-01-15,true,100
CL-0251,CU-0376,2017-03-01,true,100
CL-0251,CU-0377,2019-06-06,false,63
CL-0252,CU-0377,2023-09-21,true,100
CL-0253,CU-0379,2020-10-15,true,100
CL-0254,CU-0380,2023-08-14,true,100
CL-0255,CU-0382,2017-12-28,true,100
CL-0255,CU-0383,2020-12-13,false,73
CL-0256,CU-0383,2019-04-08,true,100
CL-0257,CU-0385,2019-08-01,true,100
CL-0258,CU-0386,2015-11-22,true,100
CL-0258,CU-0387,2019-08-19,false,69
CL-0259,CU-0388,2019-05-12,true,100
CL-0260,CU-0389,2022-07-14,true,100
CL-0260,CU-0390,2020-04-29,false,29
CL-0261,CU-0391,2022-12-15,true,100
CL-0261,CU-0392,2020-02-18,false,45
CL-0262,CU-0392,2021-09-14,true,100
CL-0263,CU-0394,2023-01-11,true,100
CL-0263,CU-0395,2022-08-21,false,61
CL-0264,CU-0395,2022-07-20,true,100
CL-0264,CU-0396,2023-11-05,false,36
CL-0265,CU-0397,2021-12-25,true,100
CL-0265,CU-0398,2016-02-11,false,47
CL-0266,CU-0398,2022-12-07,true,100
CL-0266,CU-0399,2021-01-21,false,65
CL-0267,CU-0400,2021-01-20,true,100
CL-0267,CU-0401,2021-02-07,false,71
CL-0268,CU-0401,2022-07-13,true,100
CL-0269,CU-0403,2016-01-30,true,100
CL-0269,CU-0404,2022-09-27,false,33
CL-0270,CU-0404,2018-09-05,true,100
CL-0270,CU-0405,2016-11-02,false,75
CL-0271,CU-0406,2023-06-09,true,100
CL-0271,CU-0407,2020-04-18,false,27
CL-0272,CU-0407,2015-06-06,true,100
CL-0272,CU-0408,2023-11-21,false,59
CL-0273,CU-0409,2018-10-15,true,100
CL-0273,CU-0410,2018-10-16,false,27
CL-0274,CU-0410,2019-10-28,true,100
CL-0274,CU-0411,2016-10-29,false,41
CL-0275,CU-0412,2020-12-28,true,100
CL-0275,CU-0413,2015-11-26,false,59
CL-0276,CU-0413,2019-12-16,true,100
CL-0276,CU-0414,2020-10-16,false,62
CL-0277,CU-0415,2015-04-13,true,100
CL-0277,CU-0416,2016-02-20,false,39
CL-0278,CU-0416,2021-06-21,true,100
CL-0279,CU-0418,2020-11-22,true,100
CL-0280,CU-0419,2015-09-12,true,100
CL-0280,CU-0420,2019-12-01,false,42
CL-0281,CU-0421,2018-05-08,true,100
CL-0282,CU-0422,2015-03-31,true,100
CL-0283,CU-0424,2017-09-13,true,100
CL-0284,CU-0425,2021-12-28,true,100
CL-0284,CU-0426,2022-05-12,false,75
CL-0285,CU-0427,2017-05-17,true,100
CL-0285,CU-0428,2021-03-11,false,72
CL-0286,CU-0428,2021-02-13,true,100
CL-0287,CU-0430,2018-06-26,true,100
CL-0288,CU-0431,2018-04-14,true,100
CL-0289,CU-0433,2016-12-25,true,100
CL-0289,CU-0434,2018-07-01,false,55
CL-0290,CU-0434,2022-09-16,true,100
CL-0290,CU-0435,2023-02-28,false,37
CL-0291,CU-0436,2019-12-08,true,100
CL-0291,CU-0437,2023-06-10,false,36
CL-0292,CU-0437,2019-08-09,true,100
CL-0293,CU-0439,2020-05-26,true,100
CL-0294,CU-0440,2017-08-10,true,100
CL-0295,CU-0442,2020-08-16,true,100
CL-0296,CU-0443,2017-09-17,true,100
CL-0297,CU-0445,2018-07-28,true,100
CL-0297,CU-0446,2023-09-16,false,43
CL-0298,CU-0446,2019-06-14,true,100
CL-0298,CU-0447,2022-05-08,false,57
CL-0299,CU-0448,2017-10-16,true,100
CL-0299,CU-0449,2023-07-16,false,36
CL-0300,CU-0449,2023-05-20,true,100
CL-0301,CU-0451,2021-08-29,true,100
CL-0302,CU-0452,2018-04-27,true,100
CL-0302,CU-0453,2021-09-28,false,49
CL-0303,CU-0454,2016-02-21,true,100
CL-0303,CU-0455,2020-06-18,false,54
CL-0304,CU-0455,2015-08-23,true,100
CL-0305,CU-0457,2021-05-08,true,100
CL-0305,CU-0458,2015-01-13,false,61
CL-0306,CU-0458,2022-10-18,true,100
CL-0307,CU-0460,2019-06-14,true,100
CL-0307,CU-0461,2020-01-01,false,51
CL-0308,CU-0461,2020-03-21,true,100
CL-0309,CU-0463,2021-09-10,true,100
CL-0310,CU-0464,2016-04-28,true,100
CL-0310,CU-0465,2016-01-15,false,73
CL-0311,CU-0466,2017-06-01,true,100
CL-0312,CU-0467,2019-07-13,true,100
CL-0312,CU-0468,2023-03-06,false,35
CL-0313,CU-0469,2020-05-30,true,100
CL-0313,CU-0470,2022-10-10,false,50
CL-0314,CU-0470,2015-10-10,true,100
CL-0315,CU-0472,2023-02-22,true,100
CL-0316,CU-0473,2016-08-06,true,100
CL-0317,CU-0475,2018-11-20,true,100
CL-0318,CU-0476,2023-07-03,true,100
CL-0318,CU-0477,2021-08-15,false,69
CL-0319,CU-0478,2019-03-11,true,100
CL-0319,CU-0479,2015-04-06,false,26
CL-0320,CU-0479,2023-08-01,true,100
CL-0321,CU-0481,2018-05-04,true,100
CL-0321,CU-0482,2018-01-28,false,29
CL-0322,CU-0482,2019-10-13,true,100
CL-0322,CU-0483,2023-08-14,false,49
CL-0323,CU-0484,2015-06-19,true,100
CL-0324,CU-0485,2023-02-26,true,100
CL-0324,CU-0486,2020-01-13,false,35
CL-0325,CU-0487,2019-03-08,true,100
CL-0325,CU-0488,2019-11-12,false,34
CL-0326,CU-0488,2015-03-31,true,100
CL-0327,CU-0490,2016-04-10,true,100
CL-0328,CU-0491,2018-07-31,true,100
CL-0328,CU-0492,2021-01-23,false,61
CL-0329,CU-0493,2021-04-18,true,100
CL-0330,CU-0494,2021-04-30,true,100
CL-0331,CU-0496,2018-08-05,true,100
CL-0332,CU-0497,2020-02-26,true,100
CL-0333,CU-0499,2016-04-26,true,100
CL-0334,CU-0500,2022-03-14,true,100
CL-0335,CU-0502,2022-12-13,true,100
CL-0335,CU-0503,2019-05-27,false,69
CL-0336,CU-0503,2022-06-17,true,100
CL-0337,CU-0505,2017-01-26,true,100
CL-0337,CU-0506,2015-01-20,false,67
CL-0338,CU-0506,2016-09-17,true,100
CL-0339,CU-0508,2020-10-28,true,100
CL-0339,CU-0509,2021-10-25,false,37
CL-0340,CU-0509,2017-07-20,true,100
CL-0341,CU-0511,2020-05-26,true,100
CL-0341,CU-0512,2019-02-06,false,51
CL-0342,CU-0512,2020-05-03,true,100
CL-0342,CU-0513,2021-11-09,false,42
CL-0343,CU-0514,2019-05-09,true,100
CL-0343,CU-0515,2021-02-11,false,45
CL-0344,CU-0515,2017-02-01,true,100
CL-0345,CU-0517,2016-04-23,true,100
CL-0345,CU-0518,2023-07-20,false,43
CL-0346,CU-0518,2016-10-01,true,100
CL-0346,CU-0519,2019-09-11,false,66
CL-0347,CU-0520,2020-06-16,true,100
CL-0348,CU-0521,2019-01-10,true,100
CL-0348,CU-0522,2020-05-04,false,65
CL-0349,CU-0523,2019-11-26,true,100
CL-0349,CU-0524,2023-11-23,false,47
CL-0350,CU-0524,2022-08-03,true,100
CL-0350,CU-0525,2023-05-30,false,53
CL-0351,CU-0526,2019-06-04,true,100
CL-0351,CU-0527,2018-05-10,false,48
CL-0352,CU-0527,2023-09-13,true,100
CL-0353,CU-0529,2018-02-08,true,100
CL-0354,CU-0530,2020-01-11,true,100
CL-0355,CU-0532,2017-12-22,true,100
CL-0356,CU-0533,2021-01-13,true,100
CL-0356,CU-0534,2022-08-23,false,33
CL-0357,CU-0535,2016-01-09,true,100
CL-0357,CU-0536,2019-06-21,false,47
CL-0358,CU-0536,2017-01-21,true,100
CL-0359,CU-0538,2017-05-01,true,100
CL-0359,CU-0539,2018-08-29,false,31
CL-0360,CU-0539,2021-03-05,true,100
CL-0361,CU-0541,2020-05-22,true,100
CL-0361,CU-0542,2020-12-12,false,50
CL-0362,CU-0542,2017-11-29,true,100
CL-0363,CU-0544,2018-01-26,true,100
CL-0364,CU-0545,2021-04-11,true,100
CL-0364,CU-0546,2020-05-13,false,67
CL-0365,CU-0547,2019-12-13,true,100
CL-0365,CU-0548,2018-05-16,false,53
CL-0366,CU-0548,2023-09-20,true,100
CL-0366,CU-0549,2017-03-17,false,62
CL-0367,CU-0550,2022-05-23,true,100
CL-0367,CU-0551,2023-02-01,false,29
CL-0368,CU-0551,2017-03-02,true,100
CL-0369,CU-0553,2020-11-15,true,100
CL-0370,CU-0554,2023-09-14,true,100
CL-0370,CU-0555,2017-01-03,false,56
CL-0371,CU-0556,2021-05-17,true,100
CL-0371,CU-0557,2019-09-09,false,28
CL-0372,CU-0557,2022-06-26,true,100
CL-0372,CU-0558,2021-01-18,false,57
CL-0373,CU-0559,2019-11-30,true,100
CL-0373,CU-0560,2022-06-27,false,70
CL-0374,CU-0560,2023-03-11,true,100
CL-0374,CU-0561,2016-12-16,false,25
CL-0375,CU-0562,2022-09-11,true,100
CL-0375,CU-0563,2022-11-19,false,26
CL-0376,CU-0563,2020-04-11,true,100
CL-0376,CU-0564,2020-12-31,false,43
CL-0377,CU-0565,2016-12-19,true,100
CL-0377,CU-0566,2016-08-13,false,29
CL-0378,CU-0566,2017-05-07,true,100
CL-0378,CU-0567,2017-12-08,false,74
CL-0379,CU-0568,2018-09-15,true,100
CL-0379,CU-0569,2016-01-15,false,59
CL-0380,CU-0569,2018-07-26,true,100
CL-0380,CU-0570,2023-08-28,false,32
CL-0381,CU-0571,2017-08-11,true,100
CL-0381,CU-0572,2015-12-18,false,33
CL-0382,CU-0572,2018-04-15,true,100
CL-0383,CU-0574,2022-08-03,true,100
CL-0384,CU-0575,2022-12-27,true,100
CL-0385,CU-0577,2022-01-18,true,100
CL-0386,CU-0578,2021-12-28,true,100
CL-0386,CU-0579,2015-07-12,false,59
CL-0387,CU-0580,2022-05-31,true,100
CL-0387,CU-0581,2020-09-15,false,52
CL-0388,CU-0581,2023-11-01,true,100
CL-0388,CU-0582,2016-03-18,false,65
CL-0389,CU-0583,2019-11-24,true,100
CL-0389,CU-0584,2019-08-06,false,28
CL-0390,CU-0584,2020-07-17,true,100
CL-0391,CU-0586,2023-12-21,true,100
CL-0392,CU-0587,2021-05-10,true,100
CL-0392,CU-0588,2017-08-28,false,64
CL-0393,CU-0589,2020-03-11,true,100
CL-0393,CU-0590,2015-06-01,false,31
CL-0394,CU-0590,2019-02-22,true,100
CL-0394,CU-0591,2022-10-05,false,35
CL-0395,CU-0592,2019-05-07,true,100
CL-0396,CU-0593,2015-11-15,true,100
CL-0396,CU-0594,2023-04-11,false,33
CL-0397,CU-0595,2019-04-30,true,100
CL-0397,CU-0596,2019-03-13,false,46
CL-0398,CU-0596,2022-09-20,true,100
CL-0399,CU-0598,2023-01-21,true,100
CL-0399,CU-0599,2020-06-14,false,60
CL-0400,CU-0599,2023-11-26,true,100
